ID;Title;Price;Postage;Sell_Date;Location;Condition;Product_Type;Product_Line;Brand;Screen_Size;Screen_Resolution;Storage_Type;Storage_Capacity;Model;Operating_System;Operating_System_Edition;RAM_Memory;Processor;Processor_Speed;Seller;Seller_Notes;URL
502;"ASUS ROG Zephyrus GX501GI EI012T, 15.6"", i7-8750H, NVIDIA GTX1080 1TB SSD, 16GB";1569.95;46.21;04-Apr 21:57;Liverpool, United Kingdom;Opened - never used;Gaming Laptop;;ASUS;15.6 in;1920 x 1080;SSD (Solid State Drive);;ROG Zephyrus GX501GI EI012T;Windows 10;;16 GB;Intel Core i7-8750H 6-Cores;4.10 GHz;the-tech-saver;Excellent condition, ASUS boxed comes with brand new Cerberus gaming headset and ASUS gaming mouse, plus still in ASUS warranty, pictures of actual laptop !;https://www.ebay.co.uk/itm/ASUS-ROG-Zephyrus-GX501GI-EI012T-15-6-034-i7-8750H-NVIDIA-GTX1080-1TB-SSD-16GB-/333556027734?hash=item4da97d1156%3Ag%3A1eMAAOSw4E5eeMsw&nma=true&si=rw9YaPOVGcGyk4k8AEFx3cMMlcc%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
503;"HP EliteBook x360 1040 G6, Core i7 8565U, 16GB, 512GB SSD, W10 Pro, 14"" Laptop";1099.99;9.99;04-Apr 21:57;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;14in;;SSD;;;Windows 10;;;Intel Core i7 8565U;;tabretail;Refurbished item. Tested and fully working. Item may show minor signs of use. Item may not be in the original retail box. However we do back these up with a 1 year warranty!;https://www.ebay.co.uk/itm/HP-EliteBook-x360-1040-G6-Core-i7-8565U-16GB-512GB-SSD-W10-Pro-14-034-Laptop-/174214812732?hash=item289003143c%3Ag%3AR%7E0AAOSwngBeZhJj&nma=true&si=erKdIPQw12Mn7e41OVpPlD7oY7Y%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
504;Joblot 3x HP Laptops Core i7 16GB RAM  SSD Touchscreen Dedicated Graphics Card;1200.00;;04-Apr 21:57;London, United Kingdom;Used;Notebook/Laptop;;HP;14 in;1920 x 1080;SSD (Solid State Drive);256GB;ZBOOK 14 G2;Windows 10;Professional;16 GB;Intel Core i7 5th Gen.;2.6 GHz;olijf_tech;;https://www.ebay.co.uk/itm/Joblot-3x-HP-Laptops-Core-i7-16GB-RAM-SSD-Touchscreen-Dedicated-Graphics-Card-/283815258706?hash=item4214b52a52%3Ag%3AULEAAOSwgaZebU8A&nma=true&si=gZb5nFCUxbO1dOrJ%252F%252BOYQU8borI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
505;ASUS Strix Gaming Laptop GL702V 2.6GHz i7, 16GB, 500GB, GEFORCE GTX 970m;599.00;;04-Apr 21:57;Manchester, United Kingdom;Used;Notebook/Laptop;;ASUS;17.3 in;1920 x 1080;HDD (Hard Disk Drive);;ASUS ROG GL702V;Windows 10;;16 GB;Intel Core i7 6th Gen.;2.6 GHz;appleexpert;;https://www.ebay.co.uk/itm/ASUS-Strix-Gaming-Laptop-GL702V-2-6GHz-i7-16GB-500GB-GEFORCE-GTX-970m-/223948796050?hash=item3424637092%3Ag%3A-wEAAOSwtjBd7stI&nma=true&si=aVp8MMvy4IXXjW6GiN3FKZhUb2w%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
506;Dell XPS 15 9560 / 4K Touchscreen / i7 7700hq / GTX1050 / 512GB SSD / 16GB RAM;915.00;;04-Apr 21:57;Dartford, United Kingdom;Used;Ultrabook;;Dell;15.6 in;;;;Dell XPS 15 9560;;;16 GB;Intel Core i7 7th Gen.;;bc23vc;I have had this for a few months, remains in great condition as can be seen by photos.;https://www.ebay.co.uk/itm/Dell-XPS-15-9560-4K-Touchscreen-i7-7700hq-GTX1050-512GB-SSD-16GB-RAM-/202916819025?hash=item2f3ec8f051%3Ag%3AiO4AAOSw25Vd7rzf&nma=true&si=uZDRth6E5HPKrHBMXyi4hMNkvmI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
507;"Dell XPS 13 9360 13.3"" Ultrabook Core i7 7560u 16GB RAM 250GB SSD QHD+ 46K9H2";770.00;9.00;04-Apr 21:57;BRIGHOUSE West Yorkshire, United Kingdom;Seller refurbished;Ultrabook;XPS;Dell;"13.3"" QHD+ 3200x1800";;SSD (Solid State Drive);;13 9360;Windows 10;Professional;16 GB;Intel Core i7 7th Gen.;2.40 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark.;https://www.ebay.co.uk/itm/Dell-XPS-13-9360-13-3-034-Ultrabook-Core-i7-7560u-16GB-RAM-250GB-SSD-QHD-46K9H2-/133318305398?hash=item1f0a63e676%3Ag%3A8rkAAOSwRgJXgkBN&nma=true&si=ZUwQmmcITJHNG5USABkaJmj1dyQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
508;"Microsoft Surface Book 2, 13.5"" 3K HD, Intel i7-8650U, 16GB RAM,512GB SSD,NVIDIA";1749.95;85.34;04-Apr 21:57;Liverpool, United Kingdom;New;Convertible 2-in-1 Laptop/Tablet;;Microsoft;13.5 in;3000 x 2000;SSD (Solid State Drive);;Microsoft Surface Book 2;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;4.20 GHz;the-tech-saver;;https://www.ebay.co.uk/itm/Microsoft-Surface-Book-2-13-5-034-3K-HD-Intel-i7-8650U-16GB-RAM-512GB-SSD-NVIDIA-/333565093398?epid=28034149448&hash=item4daa076616%3Ag%3AqTEAAOSwUfReX-o7&nma=true&si=2wUnj9SasPf6C3GtLWarD0vLYGs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
509;💥 ASUS ZenBook Duo UX481 14” Laptop - Intel® Core™ i7, 512 GB SSD, Blue💥;1325.00;41.40;04-Apr 21:57;ashton under lyne, United Kingdom;New;Notebook/Laptop;;ASUS;14 in;1920 x 1080;SSD (Solid State Drive);;ASUS ZenBook;Windows 10;;16 GB;Intel Core 2 Duo;1.80 GHz;pulselectronicsno1;;https://www.ebay.co.uk/itm/ASUS-ZenBook-Duo-UX481-14-Laptop-Intel-Core-i7-512-GB-SSD-Blue-/124140402257?epid=9036118897&hash=item1ce7583651%3Ag%3AjDkAAOSwIpReY9JJ&nma=true&si=CIH8fmAPIp0M%252FDPI4hz1xY8k330%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
510;"DELL LATITUDE E7240- i7 4TH GEN-SUPER FAST 16GB RAM+256 SSD WEBCAM+12.5""-NO DVD";269.99;21.37;04-Apr 21:57;Dagenham, Essex, United Kingdom;Manufacturer refurbished;;;dell latitude;;;;;"Dell Latitude E7240 12.5""";;;;Intel Core i7 4th Gen.;;computersdenltd_6;EXCELLENT EX BUSINESS LAPTOP DELL LATITUDE E7240,256 SSD SSD + 16GB RAM ,INTEL CORE i7-4TH GENRATION. WINDOWS 10 PRO,64 BIT.ALL THE DRIVERS BEEN DONE,JUST PLUG IN AND GO.NO DVD;https://www.ebay.co.uk/itm/DELL-LATITUDE-E7240-i7-4TH-GEN-SUPER-FAST-16GB-RAM-256-SSD-WEBCAM-12-5-034-NO-DVD-/124138021226?hash=item1ce733e16a%3Ag%3Az1AAAOSwgZtd6UmT&nma=true&si=x2b1MjT6AnZg5gUW2O6fRFEbPpw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
511;Dell XPS 13 7390 4K Touchscreen i7-10510U - 16GB RAM - 512GB SSD;1149.99;38.12;04-Apr 21:57;Crewe, United Kingdom;Opened - never used;Notebook/Laptop;;Dell;13.3 in;3840 x 2160;SSD (Solid State Drive);;Dell XPS 13 7390;Windows 10;;16 GB;Intel Core i7 10th Gen.;;georgeacres;Pristine condition, powered on for testing purposes only (6 hours). Dell ProSupport warranty until January 2021. Comes in original box and packaging with charger.;https://www.ebay.co.uk/itm/Dell-XPS-13-7390-4K-Touchscreen-i7-10510U-16GB-RAM-512GB-SSD-/264669865852?hash=item3d9f8da77c%3Ag%3AYJsAAOSwROtefJo8&nma=true&si=WeownS%252Ffkp1tvKn6oAHy4%252BOVMa0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
512;Dell Precision M4800 i7 4810MQ 256GB SSD 16GB FHD K1100M Win 10 High Spec Laptop;399.99;23.80;04-Apr 21:57;Stoke-On-Trent, Staffordshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Dell;15.6 in;1920 x 1080;SSD (Solid State Drive);;Dell Precision M4800;Windows 10;Professional;16 GB;Intel Core i7 4th Gen.;2.80 GHz;klmgtrading;;https://www.ebay.co.uk/itm/Dell-Precision-M4800-i7-4810MQ-256GB-SSD-16GB-FHD-K1100M-Win-10-High-Spec-Laptop-/254555463284?hash=item3b44b01e74%3Ag%3AGgcAAOSwhD9ege6r&nma=true&si=n%252BwGxuE1FHCcoigatHHXQCAU7CE%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
513;"MSI Stealth GS65 15.6"" Intel i7-8750H 16GB RAM GTX 1070 256GB SSD Gaming Laptop";1099.95;37.40;04-Apr 21:57;Wallingford, United Kingdom;Manufacturer refurbished;Notebook/Laptop;;MSI;15.6 in;1920 x 1080;SSD (Solid State Drive);;Stealth GS65 8RF-009UK;Windows 10;;16 GB;Intel Core i7 8th Gen.;2.20 GHz;setserv2013;Good overall condition and fully functional, possible relatively minor signs of usage and handling none of which effect its usage or operation. Supplied with mains charger, power lead in its original box.;https://www.ebay.co.uk/itm/MSI-Stealth-GS65-15-6-034-Intel-i7-8750H-16GB-RAM-GTX-1070-256GB-SSD-Gaming-Laptop-/264686328482?epid=16034191991&hash=item3da088daa2%3Ag%3AZrwAAOSw6ZRdLgpm&nma=true&si=vkLxcY9Qq%252FdEdlAM1qvU4iBWRhs%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
514;"HP ZBook 15 G2 Core i7-4810QM 2.8Ghz 16GB 512GB SSD 15.6"" Quadro Win-10 Laptop";300.00;22.07;04-Apr 21:57;Leigh-on-sea, Essex, United Kingdom;Seller refurbished;Laptop;Zbook;HP;"15.6""";;SSD (Solid State Drive);;zbook 15 G2;Windows 10 professional;;16GB;Intel Core i7;2.8GHz;tecuk;Good working order, Good used condition;https://www.ebay.co.uk/itm/HP-ZBook-15-G2-Core-i7-4810QM-2-8Ghz-16GB-512GB-SSD-15-6-034-Quadro-Win-10-Laptop-/303530996300?hash=item46abdb724c%3Ag%3AKNYAAOSwrCZbDWT%7E&nma=true&si=GcAHFOcmVWEyFsbk4Dku2ivgOco%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
515;"ACER SWIFT 5 SF14-53T 14"" FHD TOUCH INTEL I7-8565U 16GB RAM 512GB SSD WIN 10";799.00;31.26;04-Apr 21:57;Nelson, United Kingdom;Opened - never used;Notebook/Laptop;;Acer;14 in;1920 x 1080;SSD (Solid State Drive);;Acer Swift 5;Windows 10;;16 GB;intel core i7 8;1.80 GHz (up to 4.6 GHz Turbo);tjprimus;Cancelled order unit in excellent 'like new' condition. Comes with genuine charger and in original packaging.1 Year Warranty.;https://www.ebay.co.uk/itm/ACER-SWIFT-5-SF14-53T-14-034-FHD-TOUCH-INTEL-I7-8565U-16GB-RAM-512GB-SSD-WIN-10-/114167317490?hash=item1a94e703f2%3Ag%3AbW4AAOSwtixeY76y&nma=true&si=K%252BoWRRHMC%252BJlgAhLLqjpN0b33aU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
516;💥 ASUS ZenBook Duo UX481 14” Laptop - Intel® Core™ i7, 512 GB SSD, Blue💥;1325.00;41.40;03-Apr 10:34;ashton under lyne, United Kingdom;New;Notebook/Laptop;;ASUS;14 in;1920 x 1080;SSD (Solid State Drive);;ASUS ZenBook;Windows 10;;16 GB;Intel Core 2 Duo;1.80 GHz;pulselectronicsno1;;https://www.ebay.co.uk/itm/ASUS-ZenBook-Duo-UX481-14-Laptop-Intel-Core-i7-512-GB-SSD-Blue-/124137037550?epid=9036118897&hash=item1ce724deee%3Ag%3AjDkAAOSwIpReY9JJ&nma=true&si=8XOL3m5mFa1Fwbh6AOkVYsomvrQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
517;"ASUS ROG Strix Hero II 15.6"" 144Hz GTX 1060 Gaming Laptop - i7-8750H - 16GB RAM";749.95;;03-Apr 10:34;Harrow, United Kingdom;Used;Notebook/Laptop;;ASUS;15.6 in;;;;;;;16 GB;;;graffiti9912;;https://www.ebay.co.uk/itm/ASUS-ROG-Strix-Hero-II-15-6-034-144Hz-GTX-1060-Gaming-Laptop-i7-8750H-16GB-RAM-/164124058976?hash=item26368e6560%3Ag%3AD4AAAOSw97peE56U&nma=true&si=vbvhReQs%252B8yHfZRePiOnyOuFO7s%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
518;HP Laptop, i7, 8GB 16GB 32GB RAM, Powerful 256GB 512GB 1TB SSD Offers Considered;399.00;23.92;03-Apr 10:34;London, United Kingdom;Seller refurbished;Notebook/Laptop;;HP;"14.1""";;SSD (Solid State Drive);;;Windows 10;;32 GB;Intel Core i7 5th Gen.;;jelibean-inc;;https://www.ebay.co.uk/itm/HP-Laptop-i7-8GB-16GB-32GB-RAM-Powerful-256GB-512GB-1TB-SSD-Offers-Considered/143318702389?hash=item215e75d935:m:m_wZ1P7Kh-QZ2pClkPVBYfg
519;Dell XPS 9560 4K i7-7700HQ 16GB RAM 500GB SSD Nvidia GTX 1050 Touchscreen Laptop;699.99;;04-Apr 21:57;Luton, United Kingdom;Used;Notebook/Laptop;;Dell;15.6 in;;SSD (Solid State Drive);;Dell XPS 15 9560;Windows 10;;16 GB;Intel Core I7-7700HQ;2.8 GHz;ace_outlet;Condition is used in good cosmetic condition but the battery no longer holds charge and would need replacement;https://www.ebay.co.uk/itm/Dell-XPS-9560-4K-i7-7700HQ-16GB-RAM-500GB-SSD-Nvidia-GTX-1050-Touchscreen-Laptop-/264685525340?hash=item3da07c995c%3Ag%3Avx8AAOSwRIleg-Yo&nma=true&si=FWDd512sCBoKU5iknV3BTisUlps%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
520;"DELL LATITUDE E7440- i7 4TH GEN-SUPER FAST 16GB RAM+256 SSD WEBCAM+14.1""-NO DVD";289.99;21.74;03-Apr 10:34;Dagenham, Essex, United Kingdom;Manufacturer refurbished;Ultrabook;;Dell LATITUDE E7440;14.1 in;1920 1080;;;Dell Latitude E7440;Windows 10 Pro;;;Intel Core i7 4th Gen.;;computersdenltd_6;EXCELLENT EX BUSINESS LAPTOP DELL LATITUDE E7440,256 SSD SSD + 16GB RAM ,INTEL CORE i7-4TH GENRATION. WINDOWS 10 PRO,64 BIT.ALL THE DRIVERS BEEN DONE,JUST PLUG IN AND GO.NO DVD;https://www.ebay.co.uk/itm/DELL-LATITUDE-E7440-i7-4TH-GEN-SUPER-FAST-16GB-RAM-256-SSD-WEBCAM-14-1-034-NO-DVD-/124138073359?hash=item1ce734ad0f%3Ag%3Az1AAAOSwgZtd6UmT&nma=true&si=3NcM%252FUz54Mqei7NTpTp5yRcNASY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
521;ACER ASPIRE V3-772G INTEL CORE i7 2.2GHz 17.3” 750GB HDD 16GB RAM WINDOWS 10;600.00;;03-Apr 10:34;Hayes, United Kingdom;Used;;;Acer;17.3 in;;;;Acer Aspire V3-772G;Windows 10;;16 GB;;2.2 GHz;ukfiroz;;https://www.ebay.co.uk/itm/ACER-ASPIRE-V3-772G-INTEL-CORE-i7-2-2GHz-17-3-750GB-HDD-16GB-RAM-WINDOWS-10-/184235895248?hash=item2ae550a9d0%3Ag%3ALi0AAOSw0P5eg1hT&nma=true&si=yr3J6BHrswnoXaGzql66G7eKHyY%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
522;DELL XPS 13 7390 2in1 CORE I7 1065G7 16GB DDR4 500GB SSD 4k Touch SILVER 3Y1Z2;1345.00;35.00;03-Apr 10:34;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Convertible 2-in-1 Laptop/Tablet;XPS;Dell;"13.3"" 4K UHD+";3840 x 2400;SSD (Solid State Drive);;Dell XPS 13 2-in-1 7390;Windows 10;Professional;16 GB;Intel Core i7 10th Gen.;1.30 GHz;fyldirect;Refurbished Laptop, These dell laptops are in as new condition. They are refurbished so you may expect there to be the odd mark. THIS UNIT HAS A SLIGHT DENT IN THE CORNER EDGE OF THE BACK LID;https://www.ebay.co.uk/itm/DELL-XPS-13-7390-2in1-CORE-I7-1065G7-16GB-DDR4-500GB-SSD-4k-Touch-SILVER-3Y1Z2-/133353300064?hash=item1f0c79e060%3Ag%3AND4AAOSwEaJeGd%7E4&nma=true&si=FrVCJ79Jvota5GhUBmmsPXR6RuM%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
523;"HP EliteBook Folio 9470m Core i7-3687U 2.1GHz 16GB 180GB SSD Win10 14"" Laptop -B";185.00;17.17;03-Apr 10:34;Wokingham, United Kingdom;Used;Notebook/Laptop;;HP;14 in;1366 x 768;SSD (Solid State Drive);180GB;HP EliteBook Folio 9470m;Windows 10;Professional;16 GB;Intel Core i7 3rd Gen.;2.1 GHz;dynamic_computingav;pre-used item, please read description in full;https://www.ebay.co.uk/itm/HP-EliteBook-Folio-9470m-Core-i7-3687U-2-1GHz-16GB-180GB-SSD-Win10-14-034-Laptop-B-/283834151171?hash=item4215d57103%3Ag%3AxewAAOSw8G1dxYqn&nma=true&si=Bzlh2HGs8FnNMyxXBkIi1xkDBy0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
524;"HP EliteBook Folio 9470m Core i7-3687U 2.1GHz 16GB 180GB SSD Win10 14"" Laptop";185.00;17.17;03-Apr 10:34;Wokingham, United Kingdom;Used;Notebook/Laptop;;HP;14 in;1366 x 768;SSD (Solid State Drive);180GB;HP EliteBook Folio 9470m;Windows 10;Professional;16 GB;Intel Core i7 3rd Gen.;2.1 GHz;dynamic_computingav;pre-used item, please read description in full;https://www.ebay.co.uk/itm/HP-EliteBook-Folio-9470m-Core-i7-3687U-2-1GHz-16GB-180GB-SSD-Win10-14-034-Laptop-/293532139860?hash=item4457e10154%3Ag%3AxewAAOSw8G1dxYqn&nma=true&si=IUuq0KdLUD0KDTXhGVEM3vNXAmU%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
526;toshiba tecra z40-B - I7 -5600U SAMSUNG  SSD  8/16 GB RAM WIN 10 PRO KASPERSKY;359.99;23.05;03-Apr 10:34;LONDON, United Kingdom;Seller refurbished;Notebook/Laptop;;Toshiba;14 in;;;;Toshiba Tecra;Windows 10;Professional;8 GB / 16 GB;Intel Core i7 5th Gen.;;markonicomputing;GRADE B LAPTOP , COMES WITH BRAND NEW SAMSUNG EVO SSD, GENUINE WINDOWS 10 PROFESSIONAL INSTALLED WITH LATEST UPDATES,KASPERSKY INTERNET SECURITY 1 YEAR.;https://www.ebay.co.uk/itm/toshiba-tecra-z40-B-I7-5600U-SAMSUNG-SSD-8-16-GB-RAM-WIN-10-PRO-KASPERSKY/293304088688?hash=item444a493870:m:myGo5oG1R8nwEmwrkzFTylw
527;Lenovo ThinkPad X270 Laptop Core i7,16GB RAM,512GB SSD FHD 1080 IPS Screen 12.5;599.00;;03-Apr 10:34;London, United Kingdom;Used;Notebook/Laptop;;IBM Lenovo Thinkpad;12.5 in;1920 x 1080;;;Lenovo ThinkPad X270;;;16 GB;Intel Core i7 6th Gen.;;tronic_tech;Excellent condition, with Lenovo Manufacturer Warranty remaining;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-X270-Laptop-Core-i7-16GB-RAM-512GB-SSD-FHD-1080-IPS-Screen-12-5-/164021019999?hash=item26306a255f%3Ag%3At18AAOSwOXBduCz4&nma=true&si=x7o7VLRoDplQK0urPazmyEmiDmk%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
528;Lenovo IdeaPad 330 Core i7 8750H 4GB + 16GB Optane GTX 1050 Gaming Laptop;599.99;9.99;03-Apr 10:34;Derbyshire, United Kingdom;Seller refurbished;Notebook/Laptop;;Lenovo;"14""";;SSD;;;Windows 10;;;Intel Core i7 8750H;;tabretail;Refurbished item. Tested and fully working. Any signs of use will be very minor. Packaging may be tatty or none original. However we do back this up with 1 year warranty!;https://www.ebay.co.uk/itm/Lenovo-IdeaPad-330-Core-i7-8750H-4GB-16GB-Optane-GTX-1050-Gaming-Laptop-/193397780917?hash=item2d0767f1b5%3Ag%3AxssAAOSwE-VefO3E&nma=true&si=pvGFUX5AT4hjgiiuDV4L%252BlqwKfQ%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
529;HP EliteBook 840 G4 i7-7500U 2.70GHz 16GB 256GB SSD FHD Win 10 (Z2V44ET#ABU);400.00;23.80;03-Apr 10:34;London, United Kingdom;Used;Laptop;EliteBook 840 G4;HP;"14""";;SSD (Solid State Drive);;Hp Elitebook 840;Windows 10;Professional;16 GB;i7-7500U;2.70 GHz;w_b_store;In good condition, full working order. Screen and keyboard in excellent condition. Minor marks underneath laptop from docking station. Windows 10 and Office 2016 installed.;https://www.ebay.co.uk/itm/HP-EliteBook-840-G4-i7-7500U-2-70GHz-16GB-256GB-SSD-FHD-Win-10-Z2V44ET-ABU-/362960364773?hash=item54821fa4e5%3Ag%3AFr8AAOSwOoVehLBt&nma=true&si=gWWchp0yZjlLSGiunW%252BuMoNVoX0%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
530;"Lenovo ThinkPad T440p 14"" Laptop Core i7 4700MQ @ 2.4GHz 16GB 500GB - No Battery";199.99;12.00;03-Apr 10:34;Leeds, West Yorkshire, United Kingdom;Used;Notebook/Laptop;;Lenovo;14 in;;;;Lenovo ThinkPad T440P;Not Included;;16 GB;Intel Core i7 4th Gen.;2.4 GHz;computersinleeds;Condition: - Okay condition - some marks, scratches, sticker marks.- Track Pointer rubber cover is missing.- Screen is in good condition - may have tiny marks from day to day use.Specification: - See the title and images for specification.Testing: - Powers to BIOS fine with no errors or passwords. Fans run fine.- Hard drive has been data wiped. Operating System: - Not installed.What's Included: - Laptop Only.What's Not Included: - Battery.- Power adaptor / Other accessories / Cables / Software / Drivers etc.;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T440p-14-034-Laptop-Core-i7-4700MQ-2-4GHz-16GB-500GB-No-Battery-/114146207896?epid=3027239351&hash=item1a93a4e898%3Ag%3AevUAAOSwyyJeaMYZ&nma=true&si=eME2nTCq%252BAR5ia%252FDnfl%252B7q1R2vw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
531;"ASUS ROG G771JM - 17.3"" Gaming Laptop Core I7-4710HQ, 12GB RAM, 1Tb+256GB SSHD";549.00;;01-Apr 19:04;Glasgow, United Kingdom;Used;Notebook/Laptop;;ASUS;17.3 in;;;;;;;16 GB;;;rez2222;;https://www.ebay.co.uk/itm/ASUS-ROG-G771JM-17-3-034-Gaming-Laptop-Core-I7-4710HQ-12GB-RAM-1Tb-256GB-SSHD-/164084394764?hash=item2634312b0c%3Ag%3A6lcAAOSw-0Bd56Ir&nma=true&si=RTlc58eCTiXOeWH4ZFhOMYGSEbI%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
532;"Lenovo ThinkPad T480s 14"" Business Laptop Core i7-8550U, 16GB RAM, 512GB SSD";875.00;;01-Apr 19:04;Woking, United Kingdom;Opened - never used;Notebook/Laptop;;Lenovo;14 in;;SSD (Solid State Drive);;Lenovo ThinkPad T480s;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;4.00 GHz;gole-62;;https://www.ebay.co.uk/itm/Lenovo-ThinkPad-T480s-14-034-Business-Laptop-Core-i7-8550U-16GB-RAM-512GB-SSD-/402193097802?epid=28024831439&hash=item5da493a44a%3Ag%3AAesAAOSwHr1egg-8&nma=true&si=litYTS9E62y1tuMJ3LDqHjKmAsw%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
533;"Dell Inspiron 17 7786 2-in-1 CORE I7 8565U 16GB 250GB 2GB MX250 17.3"" FHD 314P2";720.00;35.00;01-Apr 19:04;BRIGHOUSE, West Yorkshire, United Kingdom;Seller refurbished;Notebook/Laptop;Inspiron;Dell;"17.3"" FHD";;SSD (Solid State Drive);;Dell Inspiron 17 7786;Windows 10;Professional;16GB;Intel Core i7 8th Gen.;1.80GHZ;fyldirect;Refurbished Laptop, These dell laptops are in as new condition.;https://www.ebay.co.uk/itm/Dell-Inspiron-17-7786-2-in-1-CORE-I7-8565U-16GB-250GB-2GB-MX250-17-3-034-FHD-314P2-/133319292033?hash=item1f0a72f481%3Ag%3A1cUAAOSwlS1clODy&nma=true&si=kVSksuj3siSK%252BHquSjk1CJ82OUg%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
534;JobLot Of 3x HP EliteBook x360 1030 G3 Core I7 8650u 16GB 8Gb 256Gb 13.3 FHD IPS;2500.00;;01-Apr 19:04;Leeds, United Kingdom;Opened - never used;Ultrabook;;HP;13.3 in;;SSD (Solid State Drive);256GB;HP EliteBook x360 1030 G3;Windows 10;Professional;16 GB;Intel Core i7 8th Gen.;;ioi-systems;;https://www.ebay.co.uk/itm/JobLot-Of-3x-HP-EliteBook-x360-1030-G3-Core-I7-8650u-16GB-8Gb-256Gb-13-3-FHD-IPS-/233506318859?hash=item365e0faa0b%3Ag%3A9AsAAOSwVeZdQir%7E&nma=true&si=Z1ivRt4AO3bhUGZ6wkyg4964h24%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
535;VAT Registered - Samsung Gaming Laptop, Nvidia, i7 Quad Core, 16GB RAM, 500GB;399.00;23.92;01-Apr 19:04;London, United Kingdom;Seller refurbished;Notebook/Laptop;;Samsung;15.6 in;1920 x 1080;HDD (Hard Disk Drive);;Samsung;Windows 10;Home;16 GB;Intel Core i7 4th Gen.;3.40 GHz;jelibean-inc;Average condition as per the photos. Fully working. Comes with a charger.;https://www.ebay.co.uk/itm/VAT-Registered-Samsung-Gaming-Laptop-Nvidia-i7-Quad-Core-16GB-RAM-500GB-/143565943942?hash=item216d327486%3Ag%3AMbwAAOSwDXldpLOO&nma=true&si=EfzYZLcDf4otJvsZKJqGjlmiv24%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
536;Huawei Matebook X Pro- I7, 16gb ram, 512gb SSD, Nvidia MX150 Ultrabook boxed (2);1120.00;47.79;01-Apr 19:04;LONDON, United Kingdom;Used;Ultrabook;;Huawei;13.9 in;3000 x 2000;SSD (Solid State Drive);;Huawei MateBook X Pro;;;16 GB;Intel Core i7 8th Gen.;;akhs_tech;Good condition, few scratches on edge of lid. Box is present but damaged. All original accessories present.;https://www.ebay.co.uk/itm/Huawei-Matebook-X-Pro-I7-16gb-ram-512gb-SSD-Nvidia-MX150-Ultrabook-boxed-2-/254529341517?hash=item3b4321884d%3Ag%3AB9AAAOSwxDFeYVz3&nma=true&si=IBpCo%252FO8r3EmOGPPW3Td4%252BrP760%253D&orig_cvip=true&nordt=true&rt=nc&_trksid=p2047675.l2557
